Código Proyecto,Foco Apoyo,Tipo Intervención,Instrumento,Instrumento Homologado,Estado Data,Tipo Persona,Rut Beneficiario,Beneficiario,Título,Objetivo,Año Adjudicación,Financiamiento Innova,Aprobado Privado,Aprobado Privado Pecuniario,Monto Certificado Ley,Tipo Innovación,Mercado Objetivo,Criterio Mujer,Género,Sostenible,ODS principal,Meta principal,Economía Circular,Modelo de Circularidad,Región,Tramo Ventas,Inicio Actividad Económica,Sector Económico,Patron principal asociado,Tipo proyecto,R principal,Estrategia R Principal,Ley REP,Ley REP (Sí/No),ERNC,Tendencia Final
22CVID2-218617,Desarrolla innovación con I+D,Subsidio,Crea y Valida I+D+i Empresarial,Crea y Valida I+D+i Empresarial,VIGENTE,Persona Jurídica constituida en Chile,76043753-0,Johnson y Medina Limitada,Generación y caracterización de líneas poliploides de Eucalyptus globulus e híbridos de esta especie que presenten un mayor crecimiento en invernaderos,generar un procedimiento in vitro que permita de manera consistente obtener líneas poliploides de eucalyptus globulus o híbridos de esta especie validada en condiciones ex vitro.,2022,$78.242.880,$27.000.000,0,,Producto,Forestal,No,Masculino,Sí,ODS13,13.1,No,,Región del Biobío,Pequeña,2009-01-05,Agrícola (excepto vitivinícola),,Producción Sostenible,,,No,,,Sin tendencia
22CVID2-218571,Desarrolla innovación con I+D,Subsidio,Crea y Valida I+D+i Empresarial,Crea y Valida I+D+i Empresarial,FINALIZADO,Persona Jurídica constituida en Chile,77517391-2,PREDICTIVELAB SpA,Implementación de un sistema de diagnóstico inteligente de fallas para la industria forestal,consolidar a calmly como una reconocida ebct en chile que entregue servicios de diagnóstico de fallas en equipos industriales mediante el análisis de datos y la aplicación de algoritmos de inteligencia artificial poniendo como eje principal la flexibilidad y el fácil uso de su plataforma.,2022,$93.616.000,$24.732.000,0,,Servicio,Forestal,No,Masculino,No,ODS9,9.4,No,,Región del Biobío,Microempresa,2022-01-23,Otros servicios,,,,,No,,,Inteligencia Artificial (IA)
22CVID2-218550,Desarrolla innovación con I+D,Subsidio,Crea y Valida I+D+i Empresarial,Crea y Valida I+D+i Empresarial,VIGENTE,Persona Jurídica constituida en Chile,76234296-0,Centro de Biotecnologia y Biomedicina SPA,Desarrollo y validación de una variante biobetter de Interleuquina 2 humana para el tratamiento cáncer renal metastásico.,"desarrollar y validar técnicamente una variante biobetter de interleuquina 2 humana (hil-2) producida mediante expresión recombinante para el tratamiento de cáncer renal metastásico. esta nueva variante de il-2 se diseñó acoplada al dominio fc del anticuerpo igg1 humano, además de incorporarle diversas mutaciones que alteran su funcionalidad, esto con el fin de mejorar su actividad antitumoral, aumentar su biodisponibilidad, disminuyendo así los efectos adversos generados por su administración.",2022,$99.313.898,$25.000.000,$3.000.000,,Producto,Salud y Farmacéutica (en humanos),No,Masculino,No,ODS3,3.4,No,,Región del Biobío,Microempresa,2012-12-18,Servicios de ingeniería o de conocimiento,,,,,No,,,Alimentos Funcionales
22CVID2-218542,Desarrolla innovación con I+D,Subsidio,Crea y Valida I+D+i Empresarial,Crea y Valida I+D+i Empresarial,VIGENTE,Persona Jurídica constituida en Chile,76234296-0,CENTRO DE BIOTECNOLOGIA Y BIOMEDICINA SPA,Desarrollo de un candidato vacunal mucosal contra Virus Andes,"desarrollar y caracterizar un nuevo candidato vacunal mucosal contra sindrome pulmonar por hantavirus (scph) basado en el fago filamentoso m13.el proyecto propone generar un candidato vacunal administrado por vía inhalatoria contra scph utilizando al fago filamentoso m13 como vehículo de transferencia génica. este vector permitirá la síntesis de las proteínas gn y gc del virus andes en el epitelio respiratorio humano, favoreciéndose la respuesta inmune mucosal.",2022,$99.716.000,$25.000.000,$3.000.000,,Producto,Salud y Farmacéutica (en humanos),No,Femenino,Sí,ODS3,3.b,No,,Región del Biobío,Microempresa,2012-12-18,Servicios de ingeniería o de conocimiento,,Producción Sostenible,,,No,,,Genómica y Edición de Genes
22CVID2-218520,Desarrolla innovación con I+D,Subsidio,Crea y Valida I+D+i Empresarial,Crea y Valida I+D+i Empresarial,VIGENTE,Persona Jurídica constituida en Chile,76967449-7,Humagro SpA,Producción de biomasa de cultivo in vitro de células vegetales de Quillaja saponaria (Quillay) en bioreactores,"producción masiva, económica y sustentable de biomasa de quillaja saponaria (quillay), por medio de cultivos in vitro de células vegetales de quillaja spp. en bioreactores bajo condiciones para maximizar la generación del metabolito secundario (saponinas)",2022,$100.000.000,$25.252.080,$25.252.080,,Producto,Multisectorial,No,Femenino,Sí,ODS15,15.1,No,,Región de La Araucanía,Microempresa,2019-01-16,Servicios de ingeniería o de conocimiento,,Producción Sostenible,,,No,,,Clean Energy Technologies
22CVID2-218404,Desarrolla innovación con I+D,Subsidio,Crea y Valida I+D+i Empresarial,Crea y Valida I+D+i Empresarial,VIGENTE,Persona Jurídica constituida en Chile,76893009-0,Ideal Control SPA,"Sistema de control, monitoreo y registro del flujo de oxígeno realmente inyectado en balsas jaulas de cultivo de salmones.","construir, a partir de un prototipo, un sistema integrado que mida, registre y controle el flujo de oxígeno que está siendo realmente inyectado a balsas de cultivo de salmones, mediante el desarrollo y actualización de software, hardware e instrumentación que será testado en laboratorio y terreno para prevenir la muerte de peces por bajas del o2 disuelto en el agua. como índice de éxito se considerará la instalación del sistema en al menos dos centros de cultivo al mes 24 del proyecto.",2022,$99.701.096,$34.698.278,$17.875.064,,Producto,Pesca y acuicultura,No,Masculino,No,ODS9,9.4,No,,Región de los Lagos,Pequeña,2018-07-20,Servicios empresariales administrativos y de apoyo,,,,,No,,,Software de aplicación
22CVID-206898,Desarrolla innovación con I+D,Subsidio,Crea y Valida I+D+i Empresarial,Crea y Valida I+D+i Empresarial,FINALIZADO,Persona Jurídica constituida en Chile,76986509-8,Cicla SpA,Lowood: compósito biodegradable para la producción de embalaje y otros productos de tipo circular integrado a promesas de reducción de carbono,"desarrollar una composición de pla y materiales lignocelulósicos de origen residual derivados de la industria forestal y agrícola (biomasa), que pueda soportar condiciones de extrusión e inyección para la manufactura de embalajes con ecodiseño. esto, bajo una modalidad de servicio integral asistido por machine learning que involucre el retiro de biomasa y entrega de producto terminado derivado de dicha biomasa, útil para la captura de carbono biogénico que desplace el uso de pet de origen fósil.",2022,$99.340.000,$52.481.600,$30.611.600,,Producto,Manufactura de no metálicos,no aplica,Masculino,Sí,ODS12,12.5,Sí,Suministro Circular,Región del Biobío,Pequeña,2019-02-19,Otras industrias manufactureras,Biodiseño,Economía Circular,,Aplicación útil de materiales,No,,,Inteligencia Artificial (IA)
22CVID-206873,Desarrolla innovación con I+D,Subsidio,Crea y Valida I+D+i Empresarial,Crea y Valida I+D+i Empresarial,FINALIZADO,Persona Jurídica constituida en Chile,76722458-3,Plantae Labs Spa,Boost Cripto-Active como solución natural preventiva para el control de criptosporidiosis en terneros,"obtener una solución eficaz, natural e integral como tratamiento preventivo contra la criptosporidiosis en terneros mediante la incorporación de compuestos naturales con actividades específicas vehiculizados en polímeros encapsulantes permitiendo la entrega controlada en el tracto gastrointestinal, la disminución de la severidad de la infección y el aumento de parámetros productivos como el peso (kpis).",2022,$73.980.000,$25.505.000,$14.225.000,,Producto,Ganadero,no aplica,Femenino,No,,,,,Región de Los Ríos,Pequeña,2017-04-20,Alimentos (excepto vitivinícola),,,,,No,,,Sin tendencia
22CVID-206861,Desarrolla innovación con I+D,Subsidio,Crea y Valida I+D+i Empresarial,Crea y Valida I+D+i Empresarial,VIGENTE,Persona Jurídica constituida en Chile,76218422-2,INNOCON S.A.,Esporas de Bacillus subtilis en salmones (Salmo salar) como plataforma para inmunización oral contra Piscirickettsia salmonis.,"desarrollar una vacuna oral para salmónidos (salmo salar), basada en esporas de probióticos como medio para activar un mecanismo inmune contra la piscirickettsia salmonis. la germinación del probiótico será evaluada a través de expresión génica diferencial del microorganismo en sus etapas de dormancia y vegetativa, para luego inducir la expresión de la vacuna contra p.salmonis a nivel de la mucosa intestinal en el pez.",2022,$99.989.372,$150.041.448,$80.644.766,,Producto,Pesca y acuicultura,no aplica,Masculino,No,,,,,Región del Biobío,Mediana,2012-07-19,Servicios de ingeniería o de conocimiento,,,,,No,,,Alimentos Funcionales
22CVID-206836,Desarrolla innovación con I+D,Subsidio,Crea y Valida I+D+i Empresarial,Crea y Valida I+D+i Empresarial,VIGENTE,Persona Jurídica constituida en Chile,65053487-5,Centro de Investigación de Polímeros Avanzados,Hidrogel inyectable de liberación prolongada de metronidazol útil en tratamiento de la periimplantitis,"desarrollar un prototipo mínimo viable de un nuevo producto farmacéutico basado en un hidrogel inyectable de liberación prolongada de metronidazol, formulado a partir de polímeros naturales, para la profilaxis antibiótica de la periimplantitis, el cual será validado técnicamente a escala productiva y comercial.",2022,$99.905.600,$27.624.000,$1.000.000,,Producto,Salud y Farmacéutica (en humanos),no aplica,Femenino,No,,,,,Región del Biobío,Pequeña,2012-05-04,"Química, caucho y plásticos (excepto industria farmacéutica)",,,,,No,,,Mass customization
22CVID-206784,Desarrolla innovación con I+D,Subsidio,Crea y Valida I+D+i Empresarial,Crea y Valida I+D+i Empresarial,FINALIZADO,Persona Jurídica constituida en Chile,77197749-9,Cleanwater SpA,Módulo portátil de potabilización de agua dulce y recuperación de compost basado en tecnología Vita®,"desarrollar un sistema piloto móvil para una escala de 30 m3/h útiles de potabilización de agua dulce de alta calidad, proveniente preferentemente de río o lago, y recuperación de compost útil para la fertilización y mejoramiento de suelos erosionados, mediante un proceso continuo de sedimentación controlada y acelerada asistido por la dosificación de vita®. lo anterior, bajo un enfoque de circularidad del agua útil para mejorar el abastecimiento para zonas de catástrofe y/o aisladas.",2022,$100.000.000,$25.961.393,$25.961.393,,Proceso,Recursos Hídricos,no aplica,Masculino,Sí,ODS6,6.5,No,,Región del Biobío,Microempresa,2020-07-28,Servicios empresariales administrativos y de apoyo,,Habilitador para la EC,,,No,,,Green Technologies (Tecnologías Verdes)
22CVID-206663,Desarrolla innovación con I+D,Subsidio,Crea y Valida I+D+i Empresarial,Crea y Valida I+D+i Empresarial,VIGENTE,Persona Jurídica constituida en Chile,76664567-4,RK CONSULTING SPA,Desarrollo de tecnología de restablecimiento de la actividad aeróbica en el lecho acuático que ha sido afectado por procesos de enriquecimiento orgánico (anaeróbico).,"desarrollar y evaluar tecnología de restablecimiento de la actividad aeróbica en el lecho acuático que ha sido afectado por procesos de enriquecimiento orgánico, mediante la gestión de procesos físicos aplicados sobre el agua succionada desde el lecho acuático en el interior de un ducto que permite disminuir un 100% el contenido de gases disueltos h2s, ch4 y co2 (actividad anaeróbica), restablecer la saturación de oxigeno en superficie y retornar el agua rica en o2 sin perturbar el sedimento",2022,$99.580.000,$40.400.000,$20.000.000,,Producto,Pesca y acuicultura,no aplica,Masculino,Sí,ODS6,6.3,No,,Región de los Lagos,Mediana,2016-10-05,Servicios de ingeniería o de conocimiento,,Producción Sostenible,,,No,,,Química Verde (Green Chemestry)
22CVID-206654,Desarrolla innovación con I+D,Subsidio,Crea y Valida I+D+i Empresarial,Crea y Valida I+D+i Empresarial,FINALIZADO,Persona Jurídica constituida en Chile,76026848-8,FARMACOLOGÍA EN AQUACULTURA VETERINARIA FAV S.A.,"Producción, Evaluación y Validación de antígenos recombinantes de virus PRV (Piscine orthoreovirus) de salmónidos","producir, evaluar y validar a escala piloto una vacuna subunitaria recombinante, diseñada a través vacunología inversa, contra el virus prv (piscine orthoreovirus) agente etiológico de la inflamación del músculo esquelético y cardíaco (hsmi, por sus ciclas en inglés) en salmónidos en chile.",2022,$100.000.000,$195.906.071,$134.535.491,,Producto,Pesca y acuicultura,no aplica,Masculino,No,,,,,Región de los Lagos,Grande,2008-07-29,Comercio y retail,,,,,No,,,Sin tendencia
22CVC2-218260,Desarrolla innovación con I+D,Subsidio,Crea y Valida I+D+i Colaborativo,Crea y Valida I+D+i Colaborativo,VIGENTE,Persona Jurídica constituida en Chile,76860885-7,SERVICIOS RELACIONADOS CON LA ACUICULTURA MARINA,Sistema de dosificación de nanoburbujas para flotación,"optimizar y validar un sistema de inyección de nanoburbujas de aire en las celdas de flotación, permitiéndole capturar el material particulado fino y utltrafino de cobre para mejorar la concentración del cobre tratado en el proceso de flotación.",2022,$120.000.000,$31.600.000,$16.000.000,,Producto,Minería y metalurgia extractiva,No,Masculino,No,ODS9,9.4,No,,Región del Biobío,Mediana,2018-04-25,Banca y sector financiero,,,,,No,,,Manufactura Avanzada (Advanced Manufacturing)
22CVC2-218215,Desarrolla innovación con I+D,Subsidio,Crea y Valida I+D+i Colaborativo,Crea y Valida I+D+i Colaborativo,VIGENTE,Persona Jurídica constituida en Chile,76087107-9,Comercial Agricola Industrial Novapro SpA,"Desarrollar un mix de enzimas con actividad a bajas temperaturas, aisladas de ecosistemas nativos de chile para incluirla como aditivo en la alimentación de salmones y así aumentar la biodisponibilidad de nutrientes","desarrollar un mix de enzimas aisladas de ambientes nativos chilenos con actividad a bajas temperaturas (menores de 15°c), para ser añadido al alimento de peces, disminuyendo el factor de conversión de alimento en peces, mejorando la absorción de nutrientes y reduciendo  la contaminación por heces, mejorando la sustentabilidad del proceso.",2022,$103.920.000,$27.008.000,$800.000,,Producto,Pesca y acuicultura,No,Masculino,Sí,ODS14,14.1,No,,Región de los Lagos,Mediana,2010-02-08,Comercio y retail,,Producción Sostenible,,,No,,,Sin tendencia
